Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment date,Supplier Name,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Transport,R,Corporate Affairs,Improvement & Development (Policy & Improvement to 31/3/15),Travel,2016-12-21,218268,REDFERN TRAVEL LTD,4666095,28.01,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Corporate Affairs,Internal Audit,Travel,2016-12-21,218268,REDFERN TRAVEL LTD,4666095,21.55,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,2016-12-14,211810,DELL CORPORATION LTD,4665165,1602.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,PC Replacement Rolling programme,2016-12-21,211810,DELL CORPORATION LTD,4665732,6209.80,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than œ5k,2016-12-28,225734,EVOLUTION COMPUTER LTD,4666564,1749.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Staff Advertising,2016-12-14,223146,JOBSITE UK (WORLDWIDE) LIMITED,4664617,700.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Fixed Assets less than œ5k,2016-12-28,210480,KINGSFIELD COMPUTER PRODUCTS LTD,4665869,582.80,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2016-12-21,206322,MIDLAND SOFTWARE LIMITED,4665555,317.77,ITRENT QUARTERLY
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2016-12-21,206322,MIDLAND SOFTWARE LIMITED,4665372,541.07,RTI  and  Pension Reform Rental
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2016-12-21,206322,MIDLAND SOFTWARE LIMITED,4665374,925.65,LGPS Quarterly
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2016-12-21,206322,MIDLAND SOFTWARE LIMITED,4665373,1052.67,Maintenance RTI II
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2016-12-21,206322,MIDLAND SOFTWARE LIMITED,4665337,8948.34,ITrent Rental Quarterly
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Software & Hardware Maintenance (just Software to 31.3.13),2016-12-28,204899,SAFECONTROL LTD,4665778,500.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2016-12-14,204899,SAFECONTROL LTD,4665055,12069.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,2016-12-14,204899,SAFECONTROL LTD,4664848,492.00,
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Other Expenses,2016-12-14,204899,SAFECONTROL LTD,4664847,3315.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,ITD,Staff Advertising,2016-12-14,225427,TOTALJOBS GROUP LIMITED,4665017,450.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-07,215737,VIRGIN MEDIA BUSINESS,4665589,1424.17,874525101
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-07,215737,VIRGIN MEDIA BUSINESS,4665620,5114.92,705610102
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,39.60,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,20.08,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,20.02,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,31.64,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,39.61,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,35.48,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,20.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,19.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,19.85,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,30.11,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,31.04,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,39.70,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,272.41,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,39.93,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,19.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,29.70,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,69.30,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,42.72,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,10.00,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,29.89,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,11.60,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,109.35,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,49.53,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,29.70,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,39.62,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,39.65,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,19.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,30.75,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,29.74,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,41.55,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,89.10,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,39.63,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,9.90,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,21.70,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,19.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,19.80,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,69.70,929033
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,ITD,Telephone Rental and Calls,2016-12-12,203101,VIRGIN MEDIA PAYMENTS LTD,4666376,9.90,929033
Harrogate Borough Council,Supplies and Services,C,Corporate Affairs,ITD,Software Purchases Wiring etc,2016-12-28,222270,XMA LIMITED,4666381,8820.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Other Supplies & Services,2016-12-14,214619,BEYOND DIGITAL,4664967,987.00,
Harrogate Borough Council,Employees,R,Corporate Affairs,Legal Services,Temporary Staff,2016-12-21,215028,HAYS SPECIALIST RECRUITMENT,4666746,495.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Legal Services,Temporary Staff,2016-12-12,215028,HAYS SPECIALIST RECRUITMENT,4665921,778.75,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Corporate Affairs,Legal Services,Temporary Staff,2016-12-12,215028,HAYS SPECIALIST RECRUITMENT,4666283,840.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Transport,R,Corporate Affairs,Legal Services,Travel,2016-12-21,218268,REDFERN TRAVEL LTD,4666095,44.52,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Books & Publications,2016-12-28,218843,THOMSON REUTERS,4665983,1418.00,PRACTICAL FOOD LAW AND LOCAL AUTHORITY LICENCE
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Legal Services,Other Supplies & Services,2016-12-07,217576,TMP (UK) LTD,4664831,331.92,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Mayoralty,Other Supplies & Services,2016-12-21,204635,BOB COWELL,4665294,480.00,
Harrogate Borough Council,Supplies and Services,R,Corporate Affairs,Partnerships & Engagement,Grants to Vol Organisations,2016-12-07,216817,DARLEY PLAYING FIELDS ASSOCIATION,4666061,720.00,HBC Small Grant  Darley Playing Fields Association
Harrogate Borough Council,Employees,R,Economy & Culture,Building Control,Professional Subscriptions,2016-12-28,203581,RICS,4665229,512.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2016-12-14,204639,CHUBB FIRE & SECURITY LTD,4664094,460.45,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2016-12-28,204639,CHUBB FIRE & SECURITY LTD,4667094,546.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2016-12-19,204639,CHUBB FIRE & SECURITY LTD,4663790,547.24,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2016-12-19,204639,CHUBB FIRE & SECURITY LTD,4666631,567.27,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2016-12-14,204639,CHUBB FIRE & SECURITY LTD,4664093,2853.25,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - DEC,Cleaning & Hygiene Services,2016-12-28,203307,PHS GROUP PLC,4666934,1404.86,
Harrogate Borough Council,Premises,R,Economy & Culture,Building Maintenance - HIC,Electrical Repairs & Maint,2016-12-07,224155,MEARS LIMITED,4665440,15677.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Supplies & Services,2016-12-12,218751,COMPLIANCE 365,4666246,260.00,Scottsdale House Springfield Ave
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Other Recruitment,2016-12-21,201300,EDEN BROWN  LTD,4666626,4965.45,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Supplies & Services,2016-12-28,201434,FEATHER SMAILES SCALES,4667049,9000.00,ReVictoria Park House 18 Victoria Avenue Harrogate HG1 5QY
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Staff Advertising,2016-12-12,222498,GUARDIAN NEWS AND MEDIA LTD,4664656,1120.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Staff Advertising,2016-12-14,202280,JOHNSTON PUBLISHING LTD,4665050,1017.66,
Harrogate Borough Council,Transport,R,Economy & Culture,Building Management Client,Travel,2016-12-21,218268,REDFERN TRAVEL LTD,4666095,37.24,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Professional Subscriptions,2016-12-28,203581,RICS,4667058,256.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Professional Subscriptions,2016-12-28,203581,RICS,4667055,512.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Professional Subscriptions,2016-12-28,203581,RICS,4667056,512.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Professional Subscriptions,2016-12-28,203581,RICS,4667059,512.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Building Management Client,Other Consultants Fees,2016-12-28,213820,TEAM (ENERGY AUDITING AGENCY LTD),4665739,2053.59,
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Professional Subscriptions,2016-12-28,200823,THE CHARTERED INSTITUTE OF BUILDING,4665216,270.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Building Management Client,Staff Advertising,2016-12-07,204168,THE ESTATES GAZETTE,4665008,1738.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Other Consultants Fees,2016-12-28,221674,CARD GEOTECHNICS LTD,4666581,1250.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Planning Consultants,2016-12-28,201548,G L HEARN LIMITED,4665770,4325.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Planning Consultants,2016-12-28,201548,G L HEARN LIMITED,4666101,11308.67,Killinghall Appeal Support
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2016-12-28,203672,RTPI,4665176,290.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2016-12-28,203672,RTPI,4665177,290.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2016-12-28,203672,RTPI,4665178,290.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2016-12-28,203672,RTPI,4665180,290.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2016-12-28,203672,RTPI,4665182,290.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2016-12-28,203672,RTPI,4665186,290.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Development Control,Professional Subscriptions,2016-12-28,203672,RTPI,4665213,290.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Development Control,Member Training Costs,2016-12-19,204222,THE PLANNING CO-OPERATIVE,4666614,2073.60,
Harrogate Borough Council,Premises,R,Economy & Culture,Drainage & Street Furniture,Other Premises Related Costs,2016-12-28,224799,DALEBUILD LTD,4667079,500.00,
Harrogate Borough Council,Premises,R,Economy & Culture,Drainage & Street Furniture,Other Premises Related Costs,2016-12-28,224799,DALEBUILD LTD,4667077,932.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Catering - Direct Purchases,2016-12-07,200185,ADVENT CATERING GROUP,4665785,238.50,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2016-12-05,220141,PURCHASE POWER,4665769,19.95,Serial Number 3094872
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2016-12-05,220141,PURCHASE POWER,4665769,16.00,Serial Number 3094872
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Economic Development,Postage,2016-12-05,220141,PURCHASE POWER,4665769,439.05,Serial Number 3094872
Harrogate Borough Council,Transport,R,Economy & Culture,Economic Development,Travel,2016-12-21,218268,REDFERN TRAVEL LTD,4666095,229.72,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Environmental Strategy,Marketing/Promotion,2016-12-07,204635,BOB COWELL,4664318,1018.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,Other Supplies & Services,2016-12-14,200304,AROUND AND ABOUT DISTRIBUTION,4665412,775.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Forward Planning,ICT Rechargeables,2016-12-14,214296,INSIGHT DIRECT (UK) LIMITED,4665269,232.43,
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2016-12-07,200591,BROOK STREET (UK) LTD,4665948,396.24,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2016-12-14,200591,BROOK STREET (UK) LTD,4666322,489.84,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2016-12-21,200591,BROOK STREET (UK) LTD,4666698,496.08,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2016-12-14,222628,MATCHTECH GROUP UK LTD,4665295,1332.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2016-12-14,222628,MATCHTECH GROUP UK LTD,4665378,1332.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2016-12-21,222628,MATCHTECH GROUP UK LTD,4665557,1332.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Economy & Culture,Land Charges,Temporary Staff,2016-12-28,222628,MATCHTECH GROUP UK LTD,4666368,1332.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2016-12-28,200571,BRITISH GAS TRADING LTD,4666892,3294.62,Royal Baths
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2016-12-28,200571,BRITISH GAS TRADING LTD,4666894,1724.12,Royal Baths
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2016-12-28,200571,BRITISH GAS TRADING LTD,4666895,481.81,Royal Baths
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2016-12-28,200571,BRITISH GAS TRADING LTD,4666896,167.42,Royal Baths
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2016-12-28,200571,BRITISH GAS TRADING LTD,4663287,259.71,gas - royal baths (extic & turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2016-12-28,200571,BRITISH GAS TRADING LTD,4663286,697.59,gas - royal baths (extic & turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2016-12-28,200571,BRITISH GAS TRADING LTD,4663283,1927.39,gas - royal baths (extic &  turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2016-12-28,200571,BRITISH GAS TRADING LTD,4663284,6042.96,gas - royal baths (extic & turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Gas,2016-12-28,200571,BRITISH GAS TRADING LTD,4663285,113440.76,gas - royal baths (extic & turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2016-12-28,200571,BRITISH GAS TRADING LTD,4666892,232.57,Royal Baths
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2016-12-28,200571,BRITISH GAS TRADING LTD,4666894,121.71,Royal Baths
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2016-12-28,200571,BRITISH GAS TRADING LTD,4666895,34.01,Royal Baths
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2016-12-28,200571,BRITISH GAS TRADING LTD,4666896,11.81,Royal Baths
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2016-12-28,200571,BRITISH GAS TRADING LTD,4663283,125.47,gas - royal baths (extic &  turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2016-12-28,200571,BRITISH GAS TRADING LTD,4663284,380.85,gas - royal baths (extic & turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Climate Change Levy,2016-12-28,200571,BRITISH GAS TRADING LTD,4663285,7669.77,gas - royal baths (extic & turkish)
Harrogate Borough Council,Premises,R,Economy & Culture,M&E Services,Compliance Works(01/04/16) - prev was Fire Systems-Inst & Maint,2016-12-21,221812,ROBINSONS FACILITIES SERVICES,4665677,267.95,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2016-12-28,209930,ANDY THORNTON LTD,4667052,1377.60,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Payments to Artists,2016-12-21,224651,IAN MITCHELL,4666917,259.00,Inspired by Harrogate
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2016-12-07,210367,J S MILES,4664834,537.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2016-12-12,216216,JANE REDFERN,4665965,2200.00,PR AND LISTINGS
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2016-12-21,223831,KAREN SOUTHWORTH,4665556,1641.57,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2016-12-21,202879,N BARKER,4666799,592.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Other Supplies & Services,2016-12-21,202879,N BARKER,4666798,670.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Performing Rights Fees,2016-12-12,203304,PHONOGRAPHIC PERFORMANCE LTD,4666096,124.55,PUBLIC PERFORMANCE LICENCE
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Museums,Miscellaneous Expenditure,2016-12-12,204340,TROUVERE,4666230,375.00,
Harrogate Borough Council,Employees,R,Economy & Culture,Planning Overheads,Professional Subscriptions,2016-12-28,203672,RTPI,4665183,290.00,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Public Halls,Equipment,2016-12-07,202998,NISBETS,4665552,239.94,Bolero Centre Folding Table  1 8m 6ft
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,200197,AIR LIQUIDE UK LTD,4666235,214.00,NIDDERDALE POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2016-12-21,200202,AIRQUEE LTD,4665283,225.00,Annual Inspection H and S
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Equipment,2016-12-21,200202,AIRQUEE LTD,4665283,450.00,Annual Inspection H and S
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Reactive Repairs & Maint - Bldgs,2016-12-07,200267,ANTHONY LOVE SEATING INSTALLATIONS LTD,4664428,675.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Marketing/Promotion,2016-12-14,200304,AROUND AND ABOUT DISTRIBUTION,4665692,500.00,
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Laundry,2016-12-14,204247,BERENDSEN UK LTD,4665663,6539.55,TURKISH BATH AND HEALTH SPA
Harrogate Borough Council,Premises,R,Economy & Culture,Sport & Leisure,Hire of Accommodation,2016-12-19,219599,BOROUGHBRIDGE METHODIST CHURCH,4666656,351.00,Room Hire for Fit for Life Programme April  June 2016
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,201017,CRYOSERVICE LTD,4665705,240.93,KNARESBOROUGH SWIMMING POOL
Harrogate Borough Council,Supplies and Services,R,Economy & Culture,Sport & Leisure,Purchase of Chemicals,2016-12-28,201017,CRYOSERVICE LTD,4666598,421.51,HARROGATE HYDRO LEISURE CENTRE
