Newcastle City Council Invoices over 500 paid in August 2010
Directorate,Service Area,Payment Date,Supplier Name,Internal Ref,Capital/ Revenue,Grand Total
City Service,City Service IT Mgmt & Networks,2010-08-04,ROYAL MAIL GROUP PLC,4749710,Revenue,3838.51
City Service,City Service IT Mgmt & Networks,2010-08-25,ROYAL MAIL GROUP PLC,4768479,Revenue,3967.58
City Service,City Service IT Mgmt & Networks,2010-08-18,ROYAL MAIL GROUP PLC,4768480,Revenue,3544.34
City Service,City Service IT Mgmt & Networks,2010-08-05,SAPPHIRE TECHNOLOGIES LTD,4762743,Revenue,669.60
City Service,City Service IT Mgmt & Networks,2010-08-26,SIEMENS ENTERPRISE COMMUNICATIONS LTD,4779949,Revenue,4287.96
City Service,City Service IT Mgmt & Networks,2010-08-26,SIEMENS ENTERPRISE COMMUNICATIONS LTD,4779950,Revenue,24903.96
City Service,City Service IT Mgmt & Networks,2010-08-26,SIEMENS ENTERPRISE COMMUNICATIONS LTD,4781308,Revenue,3742.35
City Service,City Service IT Mgmt & Networks,2010-08-26,SIEMENS ENTERPRISE COMMUNICATIONS LTD,4781534,Revenue,22608.00
City Service,City Service IT Mgmt & Networks,2010-08-24,VIGLEN LTD,4762817,Revenue,18802.80
City Service,City Service IT Mgmt & Networks,2010-08-26,VIGLEN LTD,4790263,Revenue,11832.00
City Service,City Service IT Mgmt & Networks,2010-08-11,VIRGIN MEDIA PAYMENTS LIMITED,4772688,Revenue,5589.34
City Service,City Service IT Mgmt & Networks,2010-08-11,VIRGIN MEDIA PAYMENTS LIMITED,4772770,Revenue,781.52
City Service,City Service IT Mgmt & Networks,2010-08-11,VIRGIN MEDIA PAYMENTS LIMITED,4772782,Revenue,894.15
City Service,City Service IT Mgmt & Networks,2010-08-12,VIRGIN MEDIA PAYMENTS LIMITED,4774039,Revenue,3721.80
City Service,City Service IT Mgmt & Networks,2010-08-22,VIRGIN MEDIA PAYMENTS LIMITED,4784693,Revenue,1081.33
City Service,City Service IT Mgmt & Networks,2010-08-23,VIRGIN MEDIA PAYMENTS LIMITED,4785820,Revenue,592.28
City Service,City Service IT Mgmt & Networks,2010-08-23,VIRGIN MEDIA PAYMENTS LIMITED,4785823,Revenue,553.64
City Service,City Service IT Mgmt & Networks,2010-08-23,VIRGIN MEDIA PAYMENTS LIMITED,4785827,Revenue,508.40
City Service,City Service IT Mgmt & Networks,2010-08-23,VIRGIN MEDIA PAYMENTS LIMITED,4785893,Revenue,702.31
City Service,City Service IT Mgmt & Networks,2010-08-26,VIRGIN MEDIA PAYMENTS LIMITED,4790479,Revenue,902.25
City Service,City Service Transformation,2010-08-05,IMAGE VISUAL COMMUNICATIONS,4767157,Revenue,595.00
City Service,City Service Transformation,2010-08-04,KPMG LLP FEES ACCOUNT,4765279,Revenue,16361.73
City Service,Exchequer Accounts Payable,2010-08-09,BRITISH GAS BUSINESS,4769221,Revenue,954.59
City Service,Exchequer Accounts Payable,2010-08-09,BRITISH GAS BUSINESS,4769222,Revenue,1086.54
City Service,Exchequer Accounts Payable,2010-08-10,BRITISH GAS BUSINESS,4769223,Revenue,2206.93
City Service,Exchequer Accounts Payable,2010-08-10,BRITISH GAS BUSINESS,4769224,Revenue,2386.53
City Service,Exchequer Accounts Payable,2010-08-09,BRITISH GAS BUSINESS,4769225,Revenue,1231.55
City Service,Exchequer Accounts Payable,2010-08-09,BRITISH GAS BUSINESS,4769226,Revenue,1027.07
City Service,Exchequer Accounts Payable,2010-08-10,KONE PLC,4770924,Revenue,850.00
City Service,Exchequer Accounts Payable,2010-08-17,RIBA NORTH EAST,4779943,Revenue,2500.00
City Service,Exchequer Accounts Payable,2010-08-10,TELEWEST COMMUNICATIONS,4770920,Revenue,1423.74
City Service,Exchequer Accounts Payable,2010-08-10,TELEWEST COMMUNICATIONS,4770921,Revenue,1245.44
City Service,Exchequer Accounts Payable,2010-08-17,THE BYKER CENTRE,4779021,Capital,5000.00
City Service,Exchequer Income,2010-08-12,KIDDIVOUCHERS LTD,4773418,Revenue,1132.55
City Service,Exchequer Income,2010-08-12,KIDDIVOUCHERS LTD,4773419,Revenue,83.49
City Service,Exchequer Payroll,2010-08-22,SOCIETY OF OCCUPATIONAL MEDICINE,4784273,Revenue,1100.00
City Service,Exchequer Payroll,2010-08-26,TRIBAL RESOURCING LTD,4784271,Revenue,12370.07
City Service,Utilities,2010-08-09,AZZURRI COMMUNICATIONS LTD,4764426,Both,19068.50
City Service,Utilities,2010-08-03,BRITISH GAS BUSINESS,4764565,Revenue,151285.76
City Service,Utilities,2010-08-08,VODAFONE CORPORATE,4768156,Revenue,113694.81
Environment & Regeneration,Allendale Building,2010-08-05,ASH & LACY PERFORATORS LTD,4732081,Revenue,9503.37
Environment & Regeneration,Allendale Building,2010-08-17,ASH & LACY PERFORATORS LTD,4770611,Revenue,11013.40
Environment & Regeneration,Allendale Building,2010-08-08,B&S CHAINS (MIDLANDS) LTD,4736499,Revenue,1045.33
Environment & Regeneration,Allendale Building,2010-08-05,BALMORAL JOINERY,4764511,Revenue,1300.00
Environment & Regeneration,Allendale Building,2010-08-05,BALMORAL JOINERY,4764723,Revenue,550.00
Environment & Regeneration,Allendale Building,2010-08-05,BALMORAL JOINERY,4766839,Revenue,955.20
Environment & Regeneration,Allendale Building,2010-08-05,BALMORAL JOINERY,4766840,Revenue,750.00
Environment & Regeneration,Allendale Building,2010-08-03,BRUSH TECHNOLOGY LTD,4737787,Revenue,845.82
Environment & Regeneration,Allendale Building,2010-08-18,BURN & HEWITT,4636686,Revenue,984.80
Environment & Regeneration,Allendale Building,2010-08-05,BURN & HEWITT,4636689,Revenue,1328.58
Environment & Regeneration,Allendale Building,2010-08-05,BURN & HEWITT,4642047,Revenue,1478.40
Environment & Regeneration,Allendale Building,2010-08-05,BURN & HEWITT,4737789,Revenue,880.00
Environment & Regeneration,Allendale Building,2010-08-08,BURN & HEWITT,4768121,Revenue,1146.20
Environment & Regeneration,Allendale Building,2010-08-08,BURN & HEWITT,4768122,Revenue,1478.40
Environment & Regeneration,Allendale Building,2010-08-08,BURN & HEWITT,4768123,Revenue,880.00
Environment & Regeneration,Allendale Building,2010-08-19,BURN & HEWITT,4782414,Revenue,1328.58
Environment & Regeneration,Allendale Building,2010-08-24,CERAMIC TILE DISTRIBUTORS,4703481,Revenue,1781.52
Environment & Regeneration,Allendale Building,2010-08-17,CERAMIC TILE DISTRIBUTORS,4707468,Revenue,1781.54
Environment & Regeneration,Allendale Building,2010-08-24,CERAMIC TILE DISTRIBUTORS,4708111,Revenue,3563.04
Environment & Regeneration,Allendale Building,2010-08-24,CERAMIC TILE DISTRIBUTORS,4738506,Revenue,3563.04
Environment & Regeneration,Allendale Building,2010-08-24,CERAMIC TILE DISTRIBUTORS,4738508,Revenue,3697.59
Environment & Regeneration,Allendale Building,2010-08-11,CROMWELL POLYTHENE LTD,4711488,Revenue,1597.80
Environment & Regeneration,Allendale Building,2010-08-25,CROSSLING LTD,4783067,Revenue,1106.18
Environment & Regeneration,Allendale Building,2010-08-22,CROSSLING LTD,4783372,Revenue,538.00
Environment & Regeneration,Allendale Building,2010-08-01,EAST RIDING HORTICULTURAL LTD,4656163,Revenue,2555.47
Environment & Regeneration,Allendale Building,2010-08-01,EAST RIDING HORTICULTURAL LTD,4760122,Revenue,2010.00
Environment & Regeneration,Allendale Building,2010-08-10,ICI CONTRACT DIRECT,4770610,Revenue,949.00
Environment & Regeneration,Allendale Building,2010-08-05,INSTARMAC GROUP PLC,4737791,Revenue,1434.72
Environment & Regeneration,Allendale Building,2010-08-05,INSTARMAC GROUP PLC,4758132,Revenue,1454.88
Environment & Regeneration,Allendale Building,2010-08-05,J T DOVE LTD,4766843,Revenue,771.45
Environment & Regeneration,Allendale Building,2010-08-02,J&G ARCHIBALD LTD,4762894,Revenue,938.10
Environment & Regeneration,Allendale Building,2010-08-02,J&G ARCHIBALD LTD,4762898,Revenue,936.00
Environment & Regeneration,Allendale Building,2010-08-03,J&G ARCHIBALD LTD,4764116,Revenue,675.00
Environment & Regeneration,Allendale Building,2010-08-05,J&G ARCHIBALD LTD,4766300,Revenue,1034.40
Environment & Regeneration,Allendale Building,2010-08-16,J&G ARCHIBALD LTD,4776644,Revenue,738.00
Environment & Regeneration,Allendale Building,2010-08-25,J&G ARCHIBALD LTD,4789199,Revenue,814.75
Environment & Regeneration,Allendale Building,2010-08-30,J&G ARCHIBALD LTD,4792365,Revenue,625.40
Environment & Regeneration,Allendale Building,2010-08-08,JOBLING PURSER LTD,4766279,Revenue,831.00
Environment & Regeneration,Allendale Building,2010-08-18,JOBLING PURSER LTD,4781743,Revenue,831.00
Environment & Regeneration,Allendale Building,2010-08-04,JOHN NIXON LTD,4765898,Revenue,1485.00
Environment & Regeneration,Allendale Building,2010-08-16,LEENGATE WELDING SUPPLIES (NE) LTD,4776758,Revenue,9558.98
Environment & Regeneration,Allendale Building,2010-08-16,MDRC GROUP LTD,4776741,Revenue,1955.00
Environment & Regeneration,Allendale Building,2010-08-03,METALPOINT LTD,4764645,Revenue,801.26
Environment & Regeneration,Allendale Building,2010-08-08,METALPOINT LTD,4764704,Revenue,571.11
Environment & Regeneration,Allendale Building,2010-08-02,MH SOUTHERN & CO LTD,4762883,Revenue,1308.00
Environment & Regeneration,Allendale Building,2010-08-02,MH SOUTHERN & CO LTD,4762884,Revenue,1559.70
Environment & Regeneration,Allendale Building,2010-08-02,MH SOUTHERN & CO LTD,4762887,Revenue,1851.96
Environment & Regeneration,Allendale Building,2010-08-02,MH SOUTHERN & CO LTD,4762889,Revenue,1013.52
Environment & Regeneration,Allendale Building,2010-08-17,MH SOUTHERN & CO LTD,4778799,Revenue,707.60
Environment & Regeneration,Allendale Building,2010-08-17,MH SOUTHERN & CO LTD,4778801,Revenue,1210.32
Environment & Regeneration,Allendale Building,2010-08-18,MH SOUTHERN & CO LTD,4780954,Revenue,639.99
Environment & Regeneration,Allendale Building,2010-08-18,MH SOUTHERN & CO LTD,4780956,Revenue,1319.81
Environment & Regeneration,Allendale Building,2010-08-18,MH SOUTHERN & CO LTD,4780957,Revenue,1365.44
Environment & Regeneration,Allendale Building,2010-08-18,MH SOUTHERN & CO LTD,4781331,Revenue,553.87
Environment & Regeneration,Allendale Building,2010-08-18,MH SOUTHERN & CO LTD,4781821,Revenue,634.10
Environment & Regeneration,Allendale Building,2010-08-17,MOORES FURNITURE GROUP LTD,4751835,Revenue,2436.60
Environment & Regeneration,Allendale Building,2010-08-19,MOORES FURNITURE GROUP LTD,4756496,Revenue,516.95
Environment & Regeneration,Allendale Building,2010-08-12,MOORES FURNITURE GROUP LTD,4774114,Revenue,590.04
Environment & Regeneration,Allendale Building,2010-08-22,MOULD GROWTH CONSULTANTS LTD,4784284,Revenue,1050.20
Environment & Regeneration,Allendale Building,2010-08-01,NOMIX ENVIRO,4668912,Revenue,2665.00
Environment & Regeneration,Allendale Building,2010-08-04,NOMIX ENVIRO,4724167,Revenue,2937.00
Environment & Regeneration,Allendale Building,2010-08-01,NOMIX ENVIRO,4736790,Revenue,1786.00
Environment & Regeneration,Allendale Building,2010-08-05,NOMIX ENVIRO,4749794,Revenue,1350.00
Environment & Regeneration,Allendale Building,2010-08-05,NOMIX ENVIRO,4761332,Revenue,1786.00
Environment & Regeneration,Allendale Building,2010-08-05,NOMIX ENVIRO,4766968,Revenue,2937.00
Environment & Regeneration,Allendale Building,2010-08-05,PALATINE BEDS,4761474,Revenue,504.00
Environment & Regeneration,Allendale Building,2010-08-01,PILKINGTON UK LTD,4757695,Revenue,1607.76
Environment & Regeneration,Allendale Building,2010-08-16,PILKINGTON UK LTD,4777383,Revenue,1125.85
Environment & Regeneration,Allendale Building,2010-08-23,PILKINGTON UK LTD,4785234,Revenue,883.21
Environment & Regeneration,Allendale Building,2010-08-02,PPG ARCHITECTURAL COATINGS UK LTD,4468337,Revenue,983.31
Environment & Regeneration,Allendale Building,2010-08-03,PPG ARCHITECTURAL COATINGS UK LTD,4639594,Revenue,657.64
Environment & Regeneration,Allendale Building,2010-08-03,PPG ARCHITECTURAL COATINGS UK LTD,4668057,Revenue,509.98
Environment & Regeneration,Allendale Building,2010-08-08,PPG ARCHITECTURAL COATINGS UK LTD,4713897,Revenue,541.50
Environment & Regeneration,Allendale Building,2010-08-08,PPG ARCHITECTURAL COATINGS UK LTD,4718797,Revenue,628.00
Environment & Regeneration,Allendale Building,2010-08-11,SHEFFIELD INSULATIONS LTD,4772287,Revenue,1198.37
Environment & Regeneration,Allendale Building,2010-08-16,SIBCAS LTD,4776643,Revenue,624.00
Environment & Regeneration,Allendale Building,2010-08-05,SPALDINGS (UK) LTD,4676816,Revenue,1108.00
Environment & Regeneration,Allendale Building,2010-08-26,STRAIGHT RECYCLING SYSTEMS,4771023,Revenue,1010.40
Environment & Regeneration,Allendale Building,2010-08-25,THE PLAY PRACTICE (SCOTLAND) LTD,4788538,Revenue,3500.00
Environment & Regeneration,Allendale Building,2010-08-12,TRAVIS PERKINS TRADING CO LTD,4774080,Revenue,532.00
Environment & Regeneration,Allendale Building,2010-08-26,WYCHWOOD PLAY SERVICES,4754539,Revenue,4662.50
Environment & Regeneration,Allendale Rd,2010-08-19,AMARI PLASTICS PLC,4758136,Revenue,619.92
Environment & Regeneration,Allendale Rd,2010-08-09,BORDER HEATING SPARES,4769165,Revenue,785.70
Environment & Regeneration,Allendale Rd,2010-08-16,CERAMIC TILE DISTRIBUTORS,4776733,Revenue,1660.23
Environment & Regeneration,Allendale Rd,2010-08-12,CHELA LTD,4735210,Revenue,2220.00
Environment & Regeneration,Allendale Rd,2010-08-10,COMMERCIAL LIGHTING SYSTEMS LTD,4764730,Revenue,4448.45
Environment & Regeneration,Allendale Rd,2010-08-25,CORMETON ELECTRONICS,4784288,Revenue,6470.68
Environment & Regeneration,Allendale Rd,2010-08-22,CROSSLING LTD,4783373,Revenue,520.00
Environment & Regeneration,Allendale Rd,2010-08-19,DUNHAM-BUSH LTD,4759512,Revenue,751.30
Environment & Regeneration,Allendale Rd,2010-08-25,EASIBATHE,4760809,Revenue,720.72
Environment & Regeneration,Allendale Rd,2010-08-01,EDMUNDSON ELECTRICAL LTD,4760061,Revenue,989.49
Environment & Regeneration,Allendale Rd,2010-08-26,ELECTROMODE (TYNE & WEAR),4787825,Revenue,579.00
Environment & Regeneration,Allendale Rd,2010-08-12,EYRE & ELLISTON LTD T/A EGS,4713772,Revenue,1055.62
Environment & Regeneration,Allendale Rd,2010-08-10,EYRE & ELLISTON LTD T/A EGS,4749463,Revenue,1367.34
Environment & Regeneration,Allendale Rd,2010-08-05,EYRE & ELLISTON LTD T/A EGS,4749469,Revenue,1465.94
Environment & Regeneration,Allendale Rd,2010-08-05,EYRE & ELLISTON LTD T/A EGS,4749470,Revenue,2678.00
Environment & Regeneration,Allendale Rd,2010-08-11,EYRE & ELLISTON LTD T/A EGS,4749473,Revenue,822.85
Environment & Regeneration,Allendale Rd,2010-08-11,EYRE & ELLISTON LTD T/A EGS,4749474,Revenue,1200.96
Environment & Regeneration,Allendale Rd,2010-08-05,EYRE & ELLISTON LTD T/A EGS,4749477,Revenue,1357.30
Environment & Regeneration,Allendale Rd,2010-08-04,EYRE & ELLISTON LTD T/A EGS,4749478,Revenue,520.73
Environment & Regeneration,Allendale Rd,2010-08-05,EYRE & ELLISTON LTD T/A EGS,4749483,Revenue,2768.68
Environment & Regeneration,Allendale Rd,2010-08-05,EYRE & ELLISTON LTD T/A EGS,4749742,Revenue,5272.87
Environment & Regeneration,Allendale Rd,2010-08-03,EYRE & ELLISTON LTD T/A EGS,4749760,Revenue,1556.66
Environment & Regeneration,Allendale Rd,2010-08-03,EYRE & ELLISTON LTD T/A EGS,4749790,Revenue,762.58
Environment & Regeneration,Allendale Rd,2010-08-04,EYRE & ELLISTON LTD T/A EGS,4749791,Revenue,686.21
Environment & Regeneration,Allendale Rd,2010-08-11,EYRE & ELLISTON LTD T/A EGS,4750833,Revenue,1975.59
Environment & Regeneration,Allendale Rd,2010-08-17,EYRE & ELLISTON LTD T/A EGS,4758612,Revenue,576.60
Environment & Regeneration,Allendale Rd,2010-08-12,EYRE & ELLISTON LTD T/A EGS,4758640,Revenue,1862.03
Environment & Regeneration,Allendale Rd,2010-08-11,EYRE & ELLISTON LTD T/A EGS,4763042,Revenue,5669.90
Environment & Regeneration,Allendale Rd,2010-08-25,EYRE & ELLISTON LTD T/A EGS,4768698,Revenue,2708.46
Environment & Regeneration,Allendale Rd,2010-08-19,EYRE & ELLISTON LTD T/A EGS,4768734,Revenue,1445.28
Environment & Regeneration,Allendale Rd,2010-08-19,EYRE & ELLISTON LTD T/A EGS,4768758,Revenue,624.40
Environment & Regeneration,Allendale Rd,2010-08-24,EYRE & ELLISTON LTD T/A EGS,4769159,Revenue,780.00
Environment & Regeneration,Allendale Rd,2010-08-04,FLEMING & CO (MACHINERY) LTD,4754188,Revenue,909.00
Environment & Regeneration,Allendale Rd,2010-08-05,FLEMING & CO (MACHINERY) LTD,4757649,Revenue,787.80
Environment & Regeneration,Allendale Rd,2010-08-05,FLEMING & CO (MACHINERY) LTD,4759494,Revenue,1212.00
Environment & Regeneration,Allendale Rd,2010-08-05,FLEMING & CO (MACHINERY) LTD,4759496,Revenue,1212.00
Environment & Regeneration,Allendale Rd,2010-08-03,GARDINER SECURITY LTD,4764732,Revenue,536.00
Environment & Regeneration,Allendale Rd,2010-08-03,GARDINER SECURITY LTD,4764733,Revenue,549.00
Environment & Regeneration,Allendale Rd,2010-08-23,GARDINER SECURITY LTD,4785750,Revenue,625.00
Environment & Regeneration,Allendale Rd,2010-08-03,J T DOVE LTD,4755240,Revenue,1377.60
Environment & Regeneration,Allendale Rd,2010-08-01,J T DOVE LTD,4758392,Revenue,1141.44
Environment & Regeneration,Allendale Rd,2010-08-15,J T DOVE LTD,4772277,Revenue,1429.60
Environment & Regeneration,Allendale Rd,2010-08-12,J T DOVE LTD,4772288,Revenue,817.60
Environment & Regeneration,Allendale Rd,2010-08-22,J T DOVE LTD,4781537,Revenue,1145.00
Environment & Regeneration,Allendale Rd,2010-08-22,J T DOVE LTD,4781539,Revenue,710.70
Environment & Regeneration,Allendale Rd,2010-08-26,J T DOVE LTD,4787772,Revenue,504.00
Environment & Regeneration,Allendale Rd,2010-08-05,J&G ARCHIBALD LTD,4766298,Revenue,775.80
Environment & Regeneration,Allendale Rd,2010-08-01,JAMES BURRELL LTD,4698917,Revenue,1219.00
Environment & Regeneration,Allendale Rd,2010-08-01,JAMES BURRELL LTD,4708022,Revenue,709.80
Environment & Regeneration,Allendale Rd,2010-08-01,JAMES BURRELL LTD,4718354,Revenue,1298.00
Environment & Regeneration,Allendale Rd,2010-08-01,JAMES BURRELL LTD,4760851,Revenue,1219.00
Environment & Regeneration,Allendale Rd,2010-08-16,JAMES BURRELL LTD,4777394,Revenue,609.50
Environment & Regeneration,Allendale Rd,2010-08-17,LLOYD WORRALL LTD,4581508,Revenue,657.00
Environment & Regeneration,Allendale Rd,2010-08-12,LLOYD WORRALL LTD,4766833,Revenue,623.61
Environment & Regeneration,Allendale Rd,2010-08-11,LLOYD WORRALL LTD,4772806,Revenue,625.00
Environment & Regeneration,Allendale Rd,2010-08-11,LLOYD WORRALL LTD,4772814,Revenue,606.80
Environment & Regeneration,Allendale Rd,2010-08-24,LLOYD WORRALL LTD,4787721,Revenue,661.21
Environment & Regeneration,Allendale Rd,2010-08-25,LLOYD WORRALL LTD,4787723,Revenue,597.23
Environment & Regeneration,Allendale Rd,2010-08-24,LLOYD WORRALL LTD,4787857,Revenue,557.76
Environment & Regeneration,Allendale Rd,2010-08-24,LLOYD WORRALL LTD,4787863,Revenue,600.00
Environment & Regeneration,Allendale Rd,2010-08-25,LLOYD WORRALL LTD,4788929,Revenue,1174.74
