Strgrpcc(T),Cipfsubj(T),Cipfsubs(T),TransNo,Seq no,Period,Supplier ID(T),Amount,Updated,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,121,201902,HOPWELLS LTD,86.83,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,122,201902,HOPWELLS LTD,191.64,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,123,201902,HOPWELLS LTD,256.07,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,124,201902,HOPWELLS LTD,83.13,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,125,201902,HOPWELLS LTD,147.39,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,126,201902,HOPWELLS LTD,211.08,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,127,201902,HOPWELLS LTD,6.9,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,128,201902,HOPWELLS LTD,133.89,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,130,201902,HOPWELLS LTD,232.57,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,131,201902,HOPWELLS LTD,280.44,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,132,201902,HOPWELLS LTD,7,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,133,201902,HOPWELLS LTD,13.95,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,134,201902,HOPWELLS LTD,20.95,2019-05-30,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",60182640,1,201902,BUNZL CLEANING & HYGIENE SUPPLIES,548.62,2019-05-09,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",41249309,1,201902,KBL TECHNICAL LTD,1171.8,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,41249749,1,201902,LOVE JOES LTD,587.19,2019-05-01,
Corporate Resources,Supplies and Services,Catering & Provisions,41249750,1,201902,LOVE JOES LTD,834.93,2019-05-01,
Corporate Resources,Supplies and Services,Catering & Provisions,41251291,1,201902,ADELIE FOODS LIMITED,589.38,2019-05-23,
Corporate Resources,Supplies and Services,Catering & Provisions,41251644,1,201902,LOVE JOES LTD,561.31,2019-05-28,
Corporate Resources,Supplies and Services,Catering & Provisions,41251652,1,201902,LOVE JOES LTD,729.76,2019-05-28,
Corporate Resources,Supplies and Services,Catering & Provisions,41251665,1,201902,LOVE JOES LTD,841.55,2019-05-28,
Corporate Resources,Supplies and Services,Catering & Provisions,41251667,1,201902,LOVE JOES LTD,540.52,2019-05-28,
Corporate Resources,Supplies and Services,Catering & Provisions,41251718,1,201902,PASTA KING (UK) LTD,548.18,2019-05-28,
Corporate Resources,Supplies and Services,Catering & Provisions,41251942,1,201902,ADELIE FOODS LIMITED,514.51,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60182565,0,201902,BATLEYS LTD,187.5,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182565,1,201902,BATLEYS LTD,410.1,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182597,0,201902,BATLEYS LTD,249.09,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182597,1,201902,BATLEYS LTD,339.77,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182601,1,201902,BATLEYS LTD,458.9,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182601,2,201902,BATLEYS LTD,687.54,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182635,19,201902,HOPWELLS LTD,710.3,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182635,20,201902,HOPWELLS LTD,13.95,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182635,48,201902,HOPWELLS LTD,433.05,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182635,49,201902,HOPWELLS LTD,742.38,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182636,1,201902,HOPWELLS LTD,962.43,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182636,17,201902,HOPWELLS LTD,1038,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182636,73,201902,HOPWELLS LTD,81.12,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182890,0,201902,BATLEYS LTD,384.71,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182890,1,201902,BATLEYS LTD,600.08,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182933,1,201902,BATLEYS LTD,346.82,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182933,2,201902,BATLEYS LTD,298.19,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182936,50,201902,HOPWELLS LTD,7,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182936,51,201902,HOPWELLS LTD,68.45,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182936,70,201902,HOPWELLS LTD,962.35,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182936,88,201902,HOPWELLS LTD,13.95,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182936,89,201902,HOPWELLS LTD,667.82,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182936,94,201902,HOPWELLS LTD,729.44,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60183274,0,201902,BATLEYS LTD,158.24,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183274,1,201902,BATLEYS LTD,439.34,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183278,0,201902,BATLEYS LTD,531.7,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183278,1,201902,BATLEYS LTD,483.77,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183310,0,201902,BATLEYS LTD,347.44,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183310,1,201902,BATLEYS LTD,176.51,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183324,79,201902,HOPWELLS LTD,655.43,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183324,81,201902,HOPWELLS LTD,688.55,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183324,88,201902,HOPWELLS LTD,817.82,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183324,91,201902,HOPWELLS LTD,999.82,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183324,94,201902,HOPWELLS LTD,636.91,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183759,1,201902,BATLEYS LTD,446.08,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183759,2,201902,BATLEYS LTD,168.74,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183793,1,201902,BATLEYS LTD,202,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183793,2,201902,BATLEYS LTD,304.54,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183801,1,201902,BATLEYS LTD,353.57,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183801,2,201902,BATLEYS LTD,627.92,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183822,0,201902,BATLEYS LTD,277.47,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183822,1,201902,BATLEYS LTD,305.28,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,20,201902,HOPWELLS LTD,20.95,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,35,201902,HOPWELLS LTD,731.27,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,47,201902,HOPWELLS LTD,14.1,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,51,201902,HOPWELLS LTD,31.45,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,79,201902,HOPWELLS LTD,418.31,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,87,201902,HOPWELLS LTD,652.07,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,104,201902,HOPWELLS LTD,760.62,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,120,201902,HOPWELLS LTD,679.9,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60182635,5,201902,HOPWELLS LTD,547.58,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182636,76,201902,HOPWELLS LTD,567.83,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182936,24,201902,HOPWELLS LTD,295.03,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182936,26,201902,HOPWELLS LTD,868.51,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60183311,1,201902,BATLEYS LTD,336.52,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183311,2,201902,BATLEYS LTD,234.91,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183324,10,201902,HOPWELLS LTD,49.65,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183324,15,201902,HOPWELLS LTD,685.26,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183324,64,201902,HOPWELLS LTD,467.54,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183777,1,201902,BATLEYS LTD,519.35,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,60,201902,HOPWELLS LTD,608.7,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,113,201902,HOPWELLS LTD,53.2,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,129,201902,HOPWELLS LTD,460.01,2019-05-30,
Corporate Resources,Supplies and Services,"Furn, Equip & Mats",44035245,0,201902,NISBETS,684.05,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182337,0,201902,HOPWELLS LTD,355.22,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182337,1,201902,HOPWELLS LTD,48.37,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182337,2,201902,HOPWELLS LTD,452.13,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182635,17,201902,HOPWELLS LTD,274.94,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182636,5,201902,HOPWELLS LTD,575.87,2019-05-09,
Corporate Resources,Supplies and Services,Catering & Provisions,60182936,52,201902,HOPWELLS LTD,7,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182936,53,201902,HOPWELLS LTD,448.96,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60182936,69,201902,HOPWELLS LTD,100.3,2019-05-15,
Corporate Resources,Supplies and Services,Catering & Provisions,60183324,8,201902,HOPWELLS LTD,271.74,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183324,90,201902,HOPWELLS LTD,249.12,2019-05-22,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,61,201902,HOPWELLS LTD,257.73,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,60183828,114,201902,HOPWELLS LTD,285.3,2019-05-30,
Corporate Resources,Supplies and Services,Catering & Provisions,41250444,1,201902,GM PACKAGING UK LTD,432.11,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44038334,0,201902,J C SELBY VEHICLE SERVICES LTD,780,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038335,0,201902,J C SELBY VEHICLE SERVICES LTD,930,2019-05-23,
Communities & Environment,Transport,Vehicles and Plant,44038336,0,201902,J C SELBY VEHICLE SERVICES LTD,640,2019-05-23,
Communities & Environment,Transport,Vehicles and Plant,44035988,0,201902,NORTHGATE VEHICLE HIRE LTD,5922.48,2019-05-02,
Communities & Environment,Transport,Vehicles and Plant,44038327,0,201902,J C SELBY VEHICLE SERVICES LTD,719.5,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038328,0,201902,J C SELBY VEHICLE SERVICES LTD,3157.01,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038330,0,201902,J C SELBY VEHICLE SERVICES LTD,1247.56,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038331,0,201902,J C SELBY VEHICLE SERVICES LTD,1266.45,2019-05-23,
Communities & Environment,Transport,Vehicles and Plant,44038332,0,201902,J C SELBY VEHICLE SERVICES LTD,1497.8,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038969,0,201902,J C SELBY VEHICLE SERVICES LTD,4245,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,41251401,1,201902,ZOELLER WASTE SYSTEMS LTD-FOR FAUN UK,1832.32,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44035285,0,201902,TERBERG MATEC UK LTD,1266.43,2019-05-01,
Communities & Environment,Transport,Vehicles and Plant,44035904,0,201902,ZOELLER WASTE SYSTEMS LTD-FOR FAUN UK,5494.87,2019-05-02,
Communities & Environment,Transport,Vehicles and Plant,44035905,0,201902,ZOELLER WASTE SYSTEMS LTD-FOR FAUN UK,700.99,2019-05-02,
Communities & Environment,Transport,Vehicles and Plant,44035914,0,201902,TERBERG MATEC UK LTD,127.72,2019-05-02,
Communities & Environment,Transport,Vehicles and Plant,44035914,1,201902,TERBERG MATEC UK LTD,359.49,2019-05-02,
Communities & Environment,Transport,Vehicles and Plant,44035914,2,201902,TERBERG MATEC UK LTD,43.22,2019-05-02,
Communities & Environment,Transport,Vehicles and Plant,44036019,0,201902,BLUEBELL AUTOMOTIVE,304.84,2019-05-03,
Communities & Environment,Transport,Vehicles and Plant,44036019,1,201902,BLUEBELL AUTOMOTIVE,101.33,2019-05-03,
Communities & Environment,Transport,Vehicles and Plant,44036019,2,201902,BLUEBELL AUTOMOTIVE,406.26,2019-05-03,
Communities & Environment,Transport,Vehicles and Plant,44036019,3,201902,BLUEBELL AUTOMOTIVE,110,2019-05-03,
Communities & Environment,Transport,Vehicles and Plant,44036070,0,201902,DEPENDABLE BODIES (NCLE) LTD,1053.81,2019-05-03,
Communities & Environment,Transport,Vehicles and Plant,44036563,0,201902,DJS AUTO ELECTRICAL SERVICES LTD,569.8,2019-05-08,
Communities & Environment,Transport,Vehicles and Plant,44036949,0,201902,BLUEBELL AUTOMOTIVE,72.91,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036949,1,201902,BLUEBELL AUTOMOTIVE,634.72,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036949,2,201902,BLUEBELL AUTOMOTIVE,291.34,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036955,0,201902,BLUEBELL AUTOMOTIVE,334.41,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036955,1,201902,BLUEBELL AUTOMOTIVE,640.7,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036955,2,201902,BLUEBELL AUTOMOTIVE,63.8,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036955,3,201902,BLUEBELL AUTOMOTIVE,73.4,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036955,4,201902,BLUEBELL AUTOMOTIVE,51.06,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036955,5,201902,BLUEBELL AUTOMOTIVE,294.5,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036955,6,201902,BLUEBELL AUTOMOTIVE,62.41,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036955,7,201902,BLUEBELL AUTOMOTIVE,94.6,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036955,8,201902,BLUEBELL AUTOMOTIVE,284.32,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036956,0,201902,BLUEBELL AUTOMOTIVE,68.5,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036956,1,201902,BLUEBELL AUTOMOTIVE,114,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036956,2,201902,BLUEBELL AUTOMOTIVE,57,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036956,3,201902,BLUEBELL AUTOMOTIVE,281.42,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036956,4,201902,BLUEBELL AUTOMOTIVE,206.41,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036956,5,201902,BLUEBELL AUTOMOTIVE,62.42,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036956,6,201902,BLUEBELL AUTOMOTIVE,276.38,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036956,7,201902,BLUEBELL AUTOMOTIVE,54.92,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036956,8,201902,BLUEBELL AUTOMOTIVE,120.23,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036956,9,201902,BLUEBELL AUTOMOTIVE,63.61,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44036998,0,201902,DENNIS EAGLE LTD,1235.76,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44037058,0,201902,GOODYEAR DUNLOP TYRES LTD,1056.6,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44037066,0,201902,GOODYEAR DUNLOP TYRES LTD,428.4,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44037071,0,201902,GOODYEAR DUNLOP TYRES LTD,828,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44037072,0,201902,GOODYEAR DUNLOP TYRES LTD,856.8,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44037083,0,201902,GOODYEAR DUNLOP TYRES LTD,572.4,2019-05-13,
Communities & Environment,Transport,Vehicles and Plant,44037576,0,201902,SJH TAIL LIFT SERVICES LTD,418.84,2019-05-15,
Communities & Environment,Transport,Vehicles and Plant,44038207,0,201902,BLUEBELL AUTOMOTIVE,45.5,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,1,201902,BLUEBELL AUTOMOTIVE,218.86,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,2,201902,BLUEBELL AUTOMOTIVE,193.41,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,3,201902,BLUEBELL AUTOMOTIVE,63.9,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,4,201902,BLUEBELL AUTOMOTIVE,52.01,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,5,201902,BLUEBELL AUTOMOTIVE,60,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,6,201902,BLUEBELL AUTOMOTIVE,60,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,7,201902,BLUEBELL AUTOMOTIVE,802,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,8,201902,BLUEBELL AUTOMOTIVE,324.22,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,9,201902,BLUEBELL AUTOMOTIVE,384.59,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,10,201902,BLUEBELL AUTOMOTIVE,426.92,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,11,201902,BLUEBELL AUTOMOTIVE,272.9,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,12,201902,BLUEBELL AUTOMOTIVE,96.11,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,13,201902,BLUEBELL AUTOMOTIVE,75,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038207,14,201902,BLUEBELL AUTOMOTIVE,65,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038329,0,201902,J C SELBY VEHICLE SERVICES LTD,1166.82,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038333,0,201902,J C SELBY VEHICLE SERVICES LTD,2079.8,2019-05-22,
Communities & Environment,Transport,Vehicles and Plant,44038337,0,201902,J C SELBY VEHICLE SERVICES LTD,1603,2019-05-23,
Communities & Environment,Transport,Vehicles and Plant,44038338,0,201902,J C SELBY VEHICLE SERVICES LTD,3005.5,2019-05-23,
Communities & Environment,Transport,Vehicles and Plant,44038339,0,201902,J C SELBY VEHICLE SERVICES LTD,1571.97,2019-05-23,
Communities & Environment,Transport,Vehicles and Plant,44038340,0,201902,J C SELBY VEHICLE SERVICES LTD,1600,2019-05-23,
Communities & Environment,Transport,Vehicles and Plant,44038341,0,201902,J C SELBY VEHICLE SERVICES LTD,596,2019-05-23,
Communities & Environment,Transport,Vehicles and Plant,44038503,0,201902,MAN TRUCK & BUS UK LTD,446.96,2019-05-24,
Communities & Environment,Transport,Vehicles and Plant,44038586,0,201902,TERBERG MATEC UK LTD,590.48,2019-05-24,
Communities & Environment,Transport,Vehicles and Plant,44038819,0,201902,BLUEBELL AUTOMOTIVE,249.81,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038819,1,201902,BLUEBELL AUTOMOTIVE,941.07,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038819,2,201902,BLUEBELL AUTOMOTIVE,232.61,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038819,3,201902,BLUEBELL AUTOMOTIVE,133.41,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038819,4,201902,BLUEBELL AUTOMOTIVE,110.1,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038819,5,201902,BLUEBELL AUTOMOTIVE,28.63,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038819,6,201902,BLUEBELL AUTOMOTIVE,43.21,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038819,7,201902,BLUEBELL AUTOMOTIVE,150.2,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038819,8,201902,BLUEBELL AUTOMOTIVE,30,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038819,9,201902,BLUEBELL AUTOMOTIVE,210,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038819,10,201902,BLUEBELL AUTOMOTIVE,360.21,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038821,1,201902,BLUEBELL AUTOMOTIVE,2926.51,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44038966,0,201902,J C SELBY VEHICLE SERVICES LTD,737.26,2019-05-29,
Communities & Environment,Transport,Vehicles and Plant,44039043,0,201902,BLACKSHAWS,3286.29,2019-05-30,
Communities & Environment,Transport,Vehicles and Plant,44039046,0,201902,BLUEBELL AUTOMOTIVE,848.23,2019-05-30,
Communities & Environment,Transport,Vehicles and Plant,44039046,1,201902,BLUEBELL AUTOMOTIVE,110,2019-05-30,
Communities & Environment,Transport,Vehicles and Plant,44039046,2,201902,BLUEBELL AUTOMOTIVE,231.45,2019-05-30,
Communities & Environment,Transport,Vehicles and Plant,44039046,3,201902,BLUEBELL AUTOMOTIVE,123.41,2019-05-30,
Communities & Environment,Transport,Vehicles and Plant,44039046,4,201902,BLUEBELL AUTOMOTIVE,62.1,2019-05-30,
Communities & Environment,Transport,Vehicles and Plant,44039080,0,201902,DENNIS EAGLE LTD,157.84,2019-05-30,
Communities & Environment,Transport,Vehicles and Plant,44039108,0,201902,ZOELLER WASTE SYSTEMS LTD-FOR FAUN UK,748.88,2019-05-31,
Communities & Environment,Transport,Vehicles and Plant,44039125,0,201902,PREMIER TRUCK HIRE LTD,747.73,2019-05-31,
Communities & Environment,Transport,Vehicles and Plant,44039125,1,201902,PREMIER TRUCK HIRE LTD,21,2019-05-31,
Communities & Environment,Transport,Vehicles and Plant,148031515,1,201902,TERBERG MATEC UK LTD,1266.43,2019-05-28,
Communities & Environment,Transport,Vehicles and Plant,148031516,1,201902,TERBERG MATEC UK LTD,530.43,2019-05-28,
Communities & Environment,Transport,Vehicles and Plant,148031556,1,201902,TERBERG MATEC UK LTD,590.4,2019-05-31,
Communities & Environment,Transport,Contract Hire,41249470,1,201902,DAWSONRENTALS VANS LIMITED,441,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249471,1,201902,DAWSONRENTALS VANS LIMITED,499.8,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249480,1,201902,DAWSONRENTALS VANS LIMITED,463.01,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249481,1,201902,DAWSONRENTALS VANS LIMITED,463.01,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249482,1,201902,DAWSONRENTALS VANS LIMITED,463.01,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249483,1,201902,DAWSONRENTALS VANS LIMITED,463.01,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249484,1,201902,DAWSONRENTALS VANS LIMITED,463.01,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249485,1,201902,DAWSONRENTALS VANS LIMITED,463.01,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249486,1,201902,DAWSONRENTALS VANS LIMITED,463.01,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249487,1,201902,DAWSONRENTALS VANS LIMITED,546,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249488,1,201902,DAWSONRENTALS VANS LIMITED,546,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249489,1,201902,DAWSONRENTALS VANS LIMITED,499.8,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249490,1,201902,DAWSONRENTALS VANS LIMITED,441.75,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249491,1,201902,DAWSONRENTALS VANS LIMITED,441.75,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249541,1,201902,DAWSONRENTALS VANS LIMITED,441.75,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249543,1,201902,DAWSONRENTALS VANS LIMITED,441.75,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249544,1,201902,DAWSONRENTALS VANS LIMITED,463.01,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249546,1,201902,DAWSONRENTALS VANS LIMITED,441.75,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249560,1,201902,GEORGE VARDY LTD,7396.4,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249561,1,201902,GEORGE VARDY LTD,9108,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249564,1,201902,GEORGE VARDY LTD,6266.7,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249565,1,201902,GEORGE VARDY LTD,4521,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249658,1,201902,PREMIER TRUCK HIRE LTD,1050,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249659,1,201902,PREMIER TRUCK HIRE LTD,1050,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249752,1,201902,GEORGE VARDY LTD,5252.5,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249754,1,201902,GEORGE VARDY LTD,2954.6,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249756,1,201902,GEORGE VARDY LTD,468,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249758,1,201902,GEORGE VARDY LTD,3727.9,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249759,1,201902,GEORGE VARDY LTD,7287.5,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249762,1,201902,GEORGE VARDY LTD,5490.1,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249766,1,201902,GEORGE VARDY LTD,5490.1,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249767,1,201902,GEORGE VARDY LTD,5307.5,2019-05-01,
Communities & Environment,Transport,Contract Hire,41249771,1,201902,GEORGE VARDY LTD,6673.7,2019-05-01,
