Body Name,Expenditure Category,Capital/ Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No,Net Amount,Narrative
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-11-29,FITZMAURICE LETTINGS,4687882,600,
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2017-11-15,JAMES ANDREW RECRUITMENT SOLUTIONS LTD,4686548,546.68,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2017-11-20,JAMES ANDREW RECRUITMENT SOLUTIONS LTD,4687154,889.11,
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2017-11-20,JAMES ANDREW RECRUITMENT SOLUTIONS LTD,4687181,907.13,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,R,Community,Homelessness,Temporary Staff,2017-11-27,JAMES ANDREW RECRUITMENT SOLUTIONS LTD,4687493,907.13,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-11-22,MARY PAGE LIMITED,4687388,570,Bond claim
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2017-11-06,MR M J HASSALL,4686351,600,Rent in advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-11-01,REDACTED - PERSONAL DATA,4686006,600,bond claim
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-11-29,REDACTED - PERSONAL DATA,4687910,575,Bond claim
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-11-01,REDACTED - PERSONAL DATA,4686075,515,Cash bond payment
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-11-29,SHERRINGTONS LETTINGS,4687739,600,bond
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-11-20,SOLO LANDLORDS ACCOUNT,4687263,600,bond claim
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2017-11-29,SUE HARDISTY,4687933,495,rent in advance payment
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2017-11-22,TOUCHSTONE CPS LTD,4687350,695,Cash bond and rent in advance
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-11-22,TOUCHSTONE CPS LTD,4687350,870,Cash bond and rent in advance
Harrogate Borough Council,Employees,R,Community,Homelessness,Non Qualification Training,2017-11-01,UNIVERSITY OF YORK,4685983,300,REDACTED - PERSONAL DATA
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Other Services,2017-11-08,VERITY FREARSON LTD,4686368,695,RIA F2 6 HYDE PARK ROAD
Harrogate Borough Council,Supplies and Services,R,Community,Homelessness,Misc Expenditure Non-Vatable,2017-11-08,VERITY FREARSON LTD,4686368,795,RIA F2 6 HYDE PARK ROAD
Harrogate Borough Council,Transport,C,Community,Housing Development,Fuel/Oil,2017-11-20,ALLSTAR BUSINESS SOLUTIONS LTD,4686884,650.84,AS60046921
Harrogate Borough Council,Transport,C,Community,Housing Development,Fuel/Oil,2017-11-20,ALLSTAR BUSINESS SOLUTIONS LTD,4686884,31.38,AS60046921
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-11-06,DUFFIELDS,4686204,3302.28,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Equipment,2017-11-22,GRAFTON MERCHANTING GB LTD,4687077,92.26,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Equipment,2017-11-22,GRAFTON MERCHANTING GB LTD,4687078,82.42,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Equipment,2017-11-27,GRAFTON MERCHANTING GB LTD,4686894,21.13,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-11-22,GRAFTON MERCHANTING GB LTD,4687083,300,CREDIT INV HAR101022
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-11-22,GRAFTON MERCHANTING GB LTD,4687336,252.2,Meadow Vale Project
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-11-29,GRAFTON MERCHANTING GB LTD,4687054,741.49,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-11-22,GRAFTON MERCHANTING GB LTD,4687077,1832.31,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-11-15,GRAFTON MERCHANTING GB LTD,4686246,2288.56,St John Way Project
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-11-22,GRAFTON MERCHANTING GB LTD,4687078,2990.26,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-11-08,GRAFTON MERCHANTING GB LTD,4685351,4295.67,IHMT Supplies
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-11-27,GRAFTON MERCHANTING GB LTD,4686894,4811.77,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-22,GRAFTON MERCHANTING GB LTD,4687032,1107.60,IHMT Supplies
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-15,GRAFTON MERCHANTING GB LTD,4686754,467.6,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-29,GRAFTON MERCHANTING GB LTD,4687054,277.2,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Development,Miscellaneous Expenditure,2017-11-06,HAMBLETON DISTRICT COUNCIL,4685698,17575.00,
Harrogate Borough Council,Employees,C,Community,Housing Development,Temporary Staff,2017-11-06,HAYS SPECIALIST RECRUITMENT,4686263,342,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,C,Community,Housing Development,Temporary Staff,2017-11-15,HAYS SPECIALIST RECRUITMENT,4686491,427.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,C,Community,Housing Development,Temporary Staff,2017-11-15,HAYS SPECIALIST RECRUITMENT,4686645,427.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Employees,C,Community,Housing Development,Temporary Staff,2017-11-22,HAYS SPECIALIST RECRUITMENT,4687320,427.5,REDACTED - PERSONAL DATA
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-11-29,HUNT & SYKES SAFETY SERVICES LTD,4687089,360,
Harrogate Borough Council,Supplies and Services,C,Community,Housing Development,Materials,2017-11-20,LIGHTWATER QUARRIES LTD,4686772,1572.67,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-11-08,LONGLEY CONCRETE LTD,4685234,1132.35,Housing  and  Operational Property
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-11-15,MD INSURANCE SERVICES LIMITED,4686176,350,Planning and Development
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-11-15,MD INSURANCE SERVICES LIMITED,4685242,3146.36,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-29,NORTHGATE VEHICLE HIRE LTD,4687201,276.67,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-29,NORTHGATE VEHICLE HIRE LTD,4687208,276.67,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-29,NORTHGATE VEHICLE HIRE LTD,4687198,280.98,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-29,NORTHGATE VEHICLE HIRE LTD,4687195,326.3,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-29,NORTHGATE VEHICLE HIRE LTD,4687196,326.3,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-29,NORTHGATE VEHICLE HIRE LTD,4687199,326.3,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-29,NORTHGATE VEHICLE HIRE LTD,4687197,350.3,
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-29,NORTHGATE VEHICLE HIRE LTD,4687206,440,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-11-29,SUBSCAN UDS LIMITED,4687329,375,
Harrogate Borough Council,Premises,C,Community,Housing Development,Payments to Ext Contractors,2017-11-15,SWIFT TIMBER HOMES LTD,4685771,25907.00,IHMT
Harrogate Borough Council,Transport,C,Community,Housing Development,Hire of Vehicles/Plant,2017-11-29,WELFARE UNIT HIRE LTD,4686863,554.25,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685486,246.66,Gas - Stockwell Lane Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Gas,2017-11-15,CORONA ENERGY RETAIL 4 LTD,4685402,302.42,Gas - Avondale
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2017-11-15,FURNITURE RESOURCE CENTRE LTD,4685784,288.63,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2017-11-15,FURNITURE RESOURCE CENTRE LTD,4685784,130.07,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2017-11-15,FURNITURE RESOURCE CENTRE LTD,4685784,283.48,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Fixtures & Fittings,2017-11-15,HILLARYS BLINDS LTD,4686098,477.25,
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Equipment,2017-11-29,JTM SERVICE LTD,4686577,297.81,
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2017-11-08,NPOWER LTD,4685548,212.47,Elec - Blossomgate
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2017-11-08,NPOWER LTD,4685644,268.57,Elec - Stockwell Lane Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2017-11-01,NPOWER LTD,4685960,273.03,Elec - Stockwell Lane Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2017-11-01,NPOWER LTD,4685890,434.91,Elec - Cavendish House Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Electricity,2017-11-08,NPOWER LTD,4685565,459.32,Elec - Cavendish House Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2017-11-08,NPOWER LTD,4685548,10.05,Elec - Blossomgate
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2017-11-08,NPOWER LTD,4685644,12.75,Elec - Stockwell Lane Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2017-11-01,NPOWER LTD,4685960,13.01,Elec - Stockwell Lane Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2017-11-01,NPOWER LTD,4685890,20.47,Elec - Cavendish House Hostel
Harrogate Borough Council,Premises,R,Community,Housing Needs,Climate Change Levy,2017-11-08,NPOWER LTD,4685565,21.48,Elec - Cavendish House Hostel
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2017-11-20,SECTOR SECURITY SERVICE LTD,4687113,1184.96,CONTRACT GUARDING
Harrogate Borough Council,Supplies and Services,R,Community,Housing Needs,Other Supplies & Services,2017-11-22,SECTOR SECURITY SERVICE LTD,4687411,1195.54,CONTRACT GUARDING
Harrogate Borough Council,Premises,R,Community,Housing Needs,Water & Sewerage,2017-11-13,YORKSHIRE WATER PLC,4686444,890.12,Water - Stockwell Lane Hostel
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-08,ALTERNATIVE WINDOWS (LEEDS) LTD,1685569,645.99,267482/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-22,CITY LIFT SERVICES (NW) LTD,1685248,4450.00,265258/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,CLARKES ENVIRONMENTAL LTD,1685249,320,267304/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-22,CLARKES ENVIRONMENTAL LTD,1687958,320,269289/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,CLARKES ENVIRONMENTAL LTD,1685879,380,268346/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-08,CLARKES ENVIRONMENTAL LTD,1685575,450,263789/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,DUFFIELDS,1685250,499.1,268025/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-29,DUFFIELDS,1688251,24196.72,271424/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,ENVIROVENT LTD,1682967,590,261002/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,ENVIROVENT LTD,1682968,590,267665/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,ENVIROVENT LTD,1682969,590,267728/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-08,HELP-LINK UK LTD,1685585,2156.36,269006/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-22,HELP-LINK UK LTD,1687974,2336.99,267664/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-22,HELP-LINK UK LTD,1687975,3468.30,269399/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-22,HELP-LINK UK LTD,1687973,7934.31,269266/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-22,HELP-LINK UK LTD,1687973,321.48,269266/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,HELP-LINK UK LTD,1685271,8183.48,267667/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,HELP-LINK UK LTD,1685271,110.59,267667/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,KEEPMOAT REGENERATION LTD,1685893,3248.23,267472/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,KEEPMOAT REGENERATION LTD,1685890,3520.53,267473/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-22,KEEPMOAT REGENERATION LTD,1687986,3739.26,268053/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,KEEPMOAT REGENERATION LTD,1685891,4299.84,268054/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,KEEPMOAT REGENERATION LTD,1685892,11029.42,267246/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,MASTERDOR LIMITED,1685897,755.16,264392/2
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,MASTERDOR LIMITED,1685898,978.19,265188/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-29,MEARS LIMITED,1688277,27104.51,263768/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-08,NORTON INTERIORS LTD,1685646,672,269800/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-08,NORTON INTERIORS LTD,1685647,705,269802/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,NORTON INTERIORS LTD,1685969,3101.00,268736/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,NORTON INTERIORS LTD,1685304,3339.00,268145/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-22,NORTON INTERIORS LTD,1688010,3339.00,269921/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,NORTON INTERIORS LTD,1685973,3665.00,269406/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,NORTON INTERIORS LTD,1685306,3682.00,268741/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,NORTON INTERIORS LTD,1685977,3694.00,269402/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,NORTON INTERIORS LTD,1685967,3822.00,267675/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,NORTON INTERIORS LTD,1685301,3996.00,268143/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,NORTON INTERIORS LTD,1685302,4048.00,268320/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,NORTON INTERIORS LTD,1685305,4157.00,268739/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,NORTON INTERIORS LTD,1685303,4198.00,268146/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-15,NORTON INTERIORS LTD,1685976,4199.00,269403/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-01,NORTON INTERIORS LTD,1685308,4322.00,268745/1
Harrogate Borough Council,Premises,C,Community,Housing Planned Maintenance,Payments to Ext Contractors,2017-11-29,NORTON INTERIORS LTD,1688313,4390.65,270734/1
