Body Name,Expenditure Category,Capital / Revenue,Service Label,Service Code,Expenditure Code,Payment Date,Supplier Name,Transaction No.,Net Amount,Narrative
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1815207,1470.00,374871/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1816702,1500.00,367211/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1818355,1600.00,377832/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1816703,1640.00,368240/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1816968,1725.00,364821/3
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-10,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1816445,1900.00,367862/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-10,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1816444,2280.00,368201/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-10,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1816704,3800.00,367879/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1818371,155,376292/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,GARY PICKERSGILL T/A GOLDSTAR MULTI CLEANING & MAINTENANCE SERVICES,1818371,155,376293/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,HAMBLETON ROOFING LTD,1818379,231,375724/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-17,HAMBLETON ROOFING LTD,1817138,575,374313/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,HAMBLETON ROOFING LTD,1816714,733,356071/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-17,HAMBLETON ROOFING LTD,1817143,757,373613/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,HAMBLETON ROOFING LTD,1816713,797.5,373599/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,HAMBLETON ROOFING LTD,1818374,988.5,373264/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,HAMBLETON ROOFING LTD,1818373,1025.00,375342/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-17,HAMBLETON ROOFING LTD,1817139,1265.00,363184/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,HAMBLETON ROOFING LTD,1818372,1330.00,374088/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,HAMBLETON ROOFING LTD,1818375,2086.00,371681/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,HAMBLETON ROOFING LTD,1818376,3685.00,375794/1
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2022-08-10,HAYS SPECIALIST RECRUITMENT,3653893,420.03,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2022-08-08,HAYS SPECIALIST RECRUITMENT,3653871,520.3,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2022-08-15,HAYS SPECIALIST RECRUITMENT,3653882,841.94,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2022-08-08,HAYS SPECIALIST RECRUITMENT,3653560,861.36,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2022-08-15,HAYS SPECIALIST RECRUITMENT,3653879,861.36,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2022-08-15,HAYS SPECIALIST RECRUITMENT,3653885,861.36,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2022-08-22,HAYS SPECIALIST RECRUITMENT,3654395,861.36,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2022-08-22,HAYS SPECIALIST RECRUITMENT,3654400,861.36,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2022-08-22,HAYS SPECIALIST RECRUITMENT,3654416,861.36,Temporary Staff
Harrogate Borough Council,Employees,R,Community,Repairs & Maintenance,Temporary Staff,2022-08-22,HAYS SPECIALIST RECRUITMENT,3654417,861.36,Temporary Staff
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,HEXA PROJECTS LTD,1818635,1088.78,377756/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,HEXA PROJECTS LTD,1816715,8723.67,374717/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Heating  Maintenance,2022-08-31,HOME UTILITY GROUP LIMITED,1816970,2028.20,374640/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,HOME UTILITY GROUP LIMITED,1816977,492.12,375802/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,HOME UTILITY GROUP LIMITED,1816978,685,371669/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,HOME UTILITY GROUP LIMITED,1816979,1285.00,375616/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,HOME UTILITY GROUP LIMITED,1816974,1325.00,370399/3
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,HOME UTILITY GROUP LIMITED,1816975,2312.50,377106/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,HOME UTILITY GROUP LIMITED,1816980,2685.00,372770/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,HOME UTILITY GROUP LIMITED,1816716,8841.00,374070/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,HOME UTILITY GROUP LIMITED,1816973,20241.87,377109/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-31,HOME UTILITY GROUP LIMITED,1818386,5822.54,370554/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-31,HOME UTILITY GROUP LIMITED,1816971,9985.20,376494/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-08,HUNT & SYKES SAFETY SERVICES LTD,3653858,380,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,HUNT & SYKES SAFETY SERVICES LTD,3654949,380,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,HUNT & SYKES SAFETY SERVICES LTD,3654968,380,
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,INNERCITY ROOFING (YORKSHIRE) LTD,1818640,393.86,377342/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,INNERCITY ROOFING (YORKSHIRE) LTD,1818638,780,368095/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,INNERCITY ROOFING (YORKSHIRE) LTD,1816717,1580.00,367174/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,INNERCITY ROOFING (YORKSHIRE) LTD,1818639,1995.00,375539/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,J HEWSON (BUILDERS) LTD,1818634,358,374434/3
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,J HEWSON (BUILDERS) LTD,1818633,550,368353/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,J HEWSON (BUILDERS) LTD,1818630,575,373285/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,J HEWSON (BUILDERS) LTD,1818631,965,370546/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,J HEWSON (BUILDERS) LTD,1818632,1300.00,365429/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,KD CARPETS,1818389,415,377819/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,KD CARPETS,1818387,445.83,375832/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-24,KD CARPETS,1818388,508.33,376625/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818395,604.27,369618/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818398,604.27,368185/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-10,KINGFISHER UPVC WINDOWS & DOORS LTD,1816983,608.95,370379/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-03,KINGFISHER UPVC WINDOWS & DOORS LTD,1816721,610.42,375625/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-03,KINGFISHER UPVC WINDOWS & DOORS LTD,1816723,671.46,364811/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-03,KINGFISHER UPVC WINDOWS & DOORS LTD,1816725,671.46,370369/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-10,KINGFISHER UPVC WINDOWS & DOORS LTD,1816982,673,368336/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-03,KINGFISHER UPVC WINDOWS & DOORS LTD,1816719,679.66,369475/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818393,679.66,364334/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818396,679.66,370186/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818400,679.66,371930/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-03,KINGFISHER UPVC WINDOWS & DOORS LTD,1816722,723.83,360669/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-10,KINGFISHER UPVC WINDOWS & DOORS LTD,1816981,724.43,368291/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818399,724.43,370442/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-03,KINGFISHER UPVC WINDOWS & DOORS LTD,1816720,728.83,370014/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-03,KINGFISHER UPVC WINDOWS & DOORS LTD,1816724,728.83,370189/3
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818392,810.24,354059/3
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-03,KINGFISHER UPVC WINDOWS & DOORS LTD,1816718,813.69,340230/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818402,1337.18,371962/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818401,1395.89,371839/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818394,1431.83,369817/2
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818403,1445.31,372794/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818404,1449.71,372435/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Planned Repairs,2022-08-24,KINGFISHER UPVC WINDOWS & DOORS LTD,1818397,1485.26,370719/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-17,McNAIR UTILITIES LIMITED,1817144,300,377053/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,McNAIR UTILITIES LIMITED,1818643,500,377307/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,METRO ROD LTD,1816731,220,374215/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,METRO ROD LTD,1816730,975,372483/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-10,METRO ROD LTD,1816986,1150.00,375036/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-03,METRO ROD LTD,1816729,1376.00,375425/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,METRO ROD LTD,1818644,2166.00,377155/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-31,METRO ROD LTD,1818645,2853.00,378021/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-10,NETSAT AERIALS LTD,1815243,240,375620/1
Harrogate Borough Council,Premises,R,Community,Repairs & Maintenance,Payments to Ext Contractors,2022-08-10,NETSAT AERIALS LTD,1815244,280,375573/1
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3653848,215.88,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3653847,235.2,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3653840,263.76,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3653841,263.76,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3653843,263.76,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3653844,263.76,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3653845,283.64,IHMT
Harrogate Borough Council,Supplies and Services,R,Community,Repairs & Maintenance,Materials,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3653846,283.64,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654285,220.88,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654262,235.2,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654267,235.2,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654291,235.2,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654333,235.2,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654351,235.2,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654261,255.08,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654338,255.08,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654260,259.56,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654339,259.56,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-01,NORTHGATE VEHICLE HIRE LTD,3651915,263.76,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654243,263.76,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654245,263.76,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654251,263.76,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654253,263.76,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654264,263.76,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654265,263.76,IHMT
Harrogate Borough Council,Transport,R,Community,Repairs & Maintenance,Hire of Vehicles/Plant,2022-08-31,NORTHGATE VEHICLE HIRE LTD,3654271,263.76,IHMT
